,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
135,Express Bus Terminal Station,13주,만끽치킨,만끽치킨반포점,고속터미널맛집,고속터미널역맛집,고터맛집,치킨맛집,치킨추천,foodstagram,f,뭐먹지,뭐먹지그램,chicken,manggickchicken,manggick,치느님,해산물치킨,쉬림프치킨,베이비크랩치킨,문어치킨,갈릭치킨,만끽설맥,치맥,한강맛집,한강맛집추천,,,,,,,,,
136,Express Bus Terminal Station,13주,챙,먹스타그램,맛스타그램,면스타그램,고터맛집,고속터미널맛집,고속터미널역맛집,차알,차돌마라탕면,마라탕,마라탕면,한국입맛패치,매운데계속들어가,고터최애음식점등극,,,,,,,,,,,,,,,,,,,
137,Express Bus Terminal Station,13주,고속터미널역맛집,고속터미널,텍사스데브라질,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Express Bus Terminal Station,13주,혼밥하기좋은밥집,장인들의손맛,강남고속터미널역맛집,고속터미널역,고속터미널역맛집,고터맛집,규동,모듬돈카츠,타쿠미나가사키,카츠샌드,일상,퇴근후저녁,저녁,먹방,행복,daily,dinner,dinnertime,happy,japanesfood,beefrice,food,foodstagram,,,,,,,,,,
139,Express Bus Terminal Station,13주,바르다,고속터미널역맛집,파미에스테이션,파미에스테이션맛집,서울소개,seoul,travel,korea,followforfollowback,f4f,fff,followme,seoulpage,,,,,,,,,,,,,,,,,,,,
140,Express Bus Terminal Station,13주,HalffCoffee,하프커피,고속터미널역맛집,서울소개,seoul,travel,korea,followforfollowback,f4f,fff,followme,seoulpage,,,,,,,,,,,,,,,,,,,,,
141,Express Bus Terminal Station,13주,도제,밥부리또,신세계강남,새우튀김,도제유부초밥,부리또,부리또맛집,고터맛집,신세계강남점,강남맛집,강남구맛집,고속터미널맛집,고속터미널역맛집,팝업스토어,신세계백화점맛집,,,,,,,,,,,,,,,,,,
142,Express Bus Terminal Station,14주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Express Bus Terminal Station,14주,캐릭커쳐,프로필사진,금손인정,반포미용실,금발염색,애니메이션,선물,그림스타그램,일러스트레이터,서초미용실,강남미용실,고속터미널역맛집,강남예쁜카페,,,,,,,,,,,,,,,,,,,,
144,Express Bus Terminal Station,14주,가이센,kaisen,일본요리,japanesecuisine,오마카세,omakase,히카리모노,사시미,사케,sake,쇼츄,shochu,반포동맛집,반포역맛집,교대역맛집,고속터미널역맛집,사평역맛집,seoul,korea,,,,,,,,,,,,,,
145,Express Bus Terminal Station,14주,서울,고속터미널역맛집,샐러드맛집,파니니맛집,카페마마스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Express Bus Terminal Station,14주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Express Bus Terminal Station,14주,서울,고속터미널역맛집,즉석떡볶이맛집,빌라드스파이시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Express Bus Terminal Station,14주,데블스도어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Express Bus Terminal Station,15주,더화이트베일,아이니웨딩이지선,뚜니플래너,웨딩홀,예식장,결혼식장,웨딩홀추천,웨딩홀섭외,웨딩홀할인,웨딩홀투어,웨딩홀문의,결혼준비,결혼식,호텔웨딩,예비부부,아이니웨딩,아이니웨딩플래너,웨딩홀전문플래너,웨딩홀추천,웨딩홀투어,동행플래너,웨딩박람회,인천웨딩박람회,인천웨딩,수원웨딩박람회,웨딩스타그램,웨딩홀알아볼땐아이니웨딩,예비부부,고속터미널역맛집,,,,
150,Express Bus Terminal Station,15주,바르다김선생,파미에스테이션,일상,기록,맞팔,소통,daily,f4f,l4l,서초구맛집,반포동맛집,고속터미널역맛집,고터맛집,센트럴시티맛집,파미에스테이션맛집,고터데이트,센트럴시티,파미에스테이션,럽스타스램,먹스타그램,맛집,서울,서초,,,,,,,,,,
151,Express Bus Terminal Station,15주,고속터미널맛집,고속터미널역맛집,스튜디오300,3인세트인데음료수왜2개인가요,한잔서비스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Express Bus Terminal Station,15주,텍사스데브라질,슈하스코,슈하스코맛집,무한리필,무한리필맛집,스테이크,스테이크맛집,고터,고터맛집,고속터미널역,고속터미널,고속터미널맛집,고속터미널역맛집,파미에스테이션,맛집,맛집추천,맛스타그램,,,,,,,,,,,,,,,,
153,Express Bus Terminal Station,15주,텍사스데브라질,소고기,양고기,닭고기,돼지고기,탄산,고속터미널역맛집,먹스타그램,맛집,데이트,,,,,,,,,,,,,,,,,,,,,,,
154,Express Bus Terminal Station,15주,대구,광역시,달서구,진천동,상인동,반월당,동성로,중앙로,instergram,인스타그램,ootd,오오티디,f4f,서울,고속터미널역,고속터미널역맛집,면주방,안주방,셀스타그램,셀고자,셀카충,코로나,마스크,사건이네,빨리,내려가고,싶어,애휴,힐링,필요하네,,,
155,Express Bus Terminal Station,15주,베테랑칼국수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Express Bus Terminal Station,15주,낙지곱창전골,낙지,곱창,JMTGR,맛집스타그램,먹스타그램,술스타그램,반포맛집,고속터미널역맛집,일번지육개장,낙곱전골,,,,,,,,,,,,,,,,,,,,,,
157,Express Bus Terminal Station,15주,고속터미널역,모스버거,남반치킨버거,먹스타그램,맛스타그램,jmt,mosburger,이시국먹방,혼밥,혼밥장인,고터맛집,고속터미널역맛집,,,,,,,,,,,,,,,,,,,,,
158,Express Bus Terminal Station,15주,대구,광역시,달서구,진천동,상인동,반월당,동성로,중앙로,instergram,인스타그램,ootd,오오티디,f4f,서울,고속터미널역,고속터미널,고속터미널역맛집,면주방,셀스타그램,셀카충,셀고자,교육,받으러,왔는데,에라모르겠다,꾸웩,대구,가고싶다,진짜,사건이네,애휴,,
159,Express Bus Terminal Station,16주,텍사스데브라질,고속터미널역맛집,슈하스코,먹스타그램,데일리,데이트,2주년기념,대학원생일상,,,,,,,,,,,,,,,,,,,,,,,,,
160,Express Bus Terminal Station,16주,남산돈까스,추억의음식,옛날왕돈까스,스프,매운돈까스,고속터미널,고속터미널역맛집,남산돈까스,맛집투어,신세계맛집,매운돈까스맛집,놀면뭐하니,서울맛집,친구랑,푸드엠씨꿈나무,,,,,,,,,,,,,,,,,,
161,Express Bus Terminal Station,16주,예술의전당한가람미술관,남부터미널역,툴루즈로트렉,물랭루즈의작은거인,고속터미널역맛집,군산오징어,오삼불고기,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Express Bus Terminal Station,16주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Express Bus Terminal Station,17주,보글보글,굴마을낙지촌,굴국밥,눈치게임,럭키,미안하지만,그정도는아니야,오늘의점심,오늘뭐먹지,굴마을,굴마을낙지촌고속터미널점,oyster,oystersoup,국밥,국밥충,든든하다,건강한맛,먹스타그램,맛스타그램,먹방,먹보,반포맛집,고속터미널맛집,고속터미널역맛집,foodstagram,eatstagram,맛집,,,,,,
164,Express Bus Terminal Station,17주,빌라드스파이시,파미에스테이션,고속터미널,고속터미널맛집,고속터미널역,고속터미널역맛집,파미에스테이션맛집,떡볶이맛집,,,,,,,,,,,,,,,,,,,,,,,,,
165,Express Bus Terminal Station,17주,크리스탈제이드,샤오롱바오,탄탄멘,고터맛집,고속터미널,파미에스테이션맛집,마파두부,서울맛집,파미에스테이션,만두맛집,중국음식,홍콩음식,고터,고속터미널역맛집,푸드엠씨꿈나무,,,,,,,,,,,,,,,,,,
166,Express Bus Terminal Station,17주,고속터미널,파미에스테이션맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Express Bus Terminal Station,17주,캡틴,김선생,고터,고터몰,고속터미널,3호선,9호선,떡볶이,우동,튀김,어묵,튀김어묵우동,떡볶이맛집,우동맛집,가락떡볶이,고터맛집,고속터미널맛집,서울,서울맛집,고속터미널역,고속터미널역맛집,김선생맛집,맛집,햄버억,,,,,,,,,
168,Express Bus Terminal Station,17주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Express Bus Terminal Station,18주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Express Bus Terminal Station,18주,가이센,kaisen,일본요리,japanesecuisine,오마카세,omakase,히카리모노,사시미,사케,sake,쇼츄,shochu,반포동맛집,반포역맛집,교대역맛집,고속터미널역맛집,사평역맛집,seoul,korea,,,,,,,,,,,,,,
171,Express Bus Terminal Station,18주,쟈니로켓,치킨버거,먹스타그램,고속터미널역맛집,신세계,햄버거,인생버거,수제버거,감자튀김,,,,,,,,,,,,,,,,,,,,,,,,
172,Express Bus Terminal Station,18주,양은냄비,포차양은냄비,양은냄비들고오는곳아님,yenb,구반포,구반포맛집,구반포역,구반포카페,구반포역카페,구반포역맛집,고속터미널맛집,고속터미널,고속터미널역맛집,고속버스터미널,ootd,일상,daily,맛집추천,맛스타그램,술스타그램,술집추천,술은,참이슬,참이슬후레쉬,하이트진로,하이트진로서포터즈,안오면손해,안오면후회,안오면바보,,,,
173,Express Bus Terminal Station,18주,양블리의맛집,서울맛집,서초구맛집,반포동맛집,파미에스테이션맛집,고속터미널맛집,고속터미널역맛집,고속터미널국수,고속터미널역국수,면주방,갈비국밥,갈비국수,북어식해비빔국수,맛있다,,,,,,,,,,,,,,,,,,,
174,Express Bus Terminal Station,18주,고속터미널,타쿠미나가사키,강남맛집,고속터미널맛집,고터맛집,고속터미널역맛집,고속터미널맛집추천,고속터미널역맛집추천,고터돈까스,고터맛집추천,카츠샌드맛집,먹스타소통,돈까스스타그램,먹스타맞팔,육퇴후한잔콜,,,,,,,,,,,,,,,,,,
175,Express Bus Terminal Station,18주,우동짱,우동맛집,강남맛집,돈가스맛집,고속터미널맛집,고속터미널역맛집,고터맛집,카츠샌드,타쿠미나가사키,고속터미널점,,,,,,,,,,,,,,,,,,,,,,,
176,Express Bus Terminal Station,18주,고모들과함께,고속터미널역맛집,신세계백화점커피숍,강남복잡해,감사한마음,자매스타그램,맘나누기,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Express Bus Terminal Station,19주,홍대개미,사케동,참치연어장,돼지희,맛집스타그램,먹부림,맛스타그램,맛스타,맛있다그램,맛집소통,먹스타그램,맛있어,먹방,취향저격,오늘뭐먹지,야식추천,존맛탱,일상소통,음식소통,맛집소개,먹스타맞팔,먹스타소통,연어장덮밥,신세계강남,신세계푸드코트,고속터미널맛집,고속터미널역맛집,사케동맛집,,,,,
178,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Express Bus Terminal Station,33주,seoultourguide,seoultour,devilstore,halloween,craftbeer,craftbeerpics,seoul,travelseoul,seoultravelling,seoultourism,데블스도어,서울맛집,서울맛집투어,수제맥주,수제맥주집,서울데이트,서울데이트코스,서울술집,서울맥주,seoul,seoulfoodie,foodies,고속터미널역맛집,데블스도어센텀,seoulpub,seoulbeer,expressbusterminal,expressbusterminalstation,seoulfood,seoulfoodguide,,,
283,Express Bus Terminal Station,33주,커피더비어,시즌메뉴,시즌카레,7일동안,특별한스누피내어드려요,소확행,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Express Bus Terminal Station,33주,맛집탐방러,면주방,강남,고속터미널역,파미에스테이션,파미에스테이션맛집,강남맛집,고속터미널역맛집,갈비국수,육회비빔밥,강남가볼만한곳,맛스타,맛스타그램,맛집,맛집그램,맛집추천,데일리,선팔하면맞팔,언팔싫어요,소통해요,맞팔해요,맞팔,맞팔환영,선팔,,,,,,,,,
285,Express Bus Terminal Station,33주,순대실록,고터맛집,순대맛집,순대철판볶음,순대스테이크,순대국,술안주템,고속터미널역맛집,고터신세계,강남맛집,강남먹방,고속터미널맛집,순대실록고속터미널점,안주스타그램,강남구맛집,순대볶음,순대볶음맛집,순대국맛집,,,,,,,,,,,,,,,
286,Express Bus Terminal Station,33주,남자친구,생일선물,갤럭시버즈,무선이어폰,잘가꼬댕기쇼,had,birthday,29,고속터미널역맛집,아부지가주신용돈으로,아웃백,스테이크,럽스타그램,instalove,케익,,,,,,,,,,,,,,,,,,
287,Express Bus Terminal Station,33주,타쿠미나가사키,등심돈카츠,메밀소바,돈카츠,돈까스,돈카츠카레덮밥,치킨가라아게,카츠샌드,등심돈까스,돈까스샌드위치,타쿠미나가사키고속터미널점,강남맛집,고속터미널맛집,고속터미널역맛집,고터맛집,먹스타그램,먹스타맞팔,먹스타,선팔,맞팔,선팔맞팔,소통하실분만맞팔,,,,,,,,,,,
288,Express Bus Terminal Station,33주,타무키나가사키,맛집,서울맛집,강남맛집,강남핫플레이스,서울핫플,food,jmt,데일리,일상,핫플,먹스타그램,맛스타그램,소통,맞팔,맛집뿌시기,선팔하면맞팔가요,고속터미널맛집,고속터미널역맛집,고터맛집,센트럴맛집,우동맛집,돈까스맛집,우동,돈까스,가츠샌드,,,,,,,
289,Express Bus Terminal Station,33주,하상도로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Express Bus Terminal Station,33주,파미에스테이션카페,스타벅스,서울카페,한국여행지,고속터미널역맛집,서울여행,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Express Bus Terminal Station,34주,타쿠미,타쿠미나가사키,강남맛집,고속터미널맛집,고속터미널역맛집,고터맛집,고속버스터미널,파미에스테이션맛집,고속버스터미널꽃시장,고터꽃시장,고속터미널꽃시장,인생돈가스,돈가스맛집,돈카츠,돈가츠,고속버스터미널,,,,,,,,,,,,,,,,,
292,Express Bus Terminal Station,34주,경부선,롯데리아,엔젤리너스,타쿠미나가사키,식당,고퀄리티,혼밥,좋아요,돈까스,존맛탱,강남맛집,고속터미널맛집,고터맛집,고속터미널역맛집,존맛,돈까스맛집,메밀,냉모밀,고터,혼밥추천,강남돈까스,먹방,주말,버스,여행,여행스타그램,소통,팔로우,,,,,
293,Express Bus Terminal Station,34주,서울,강남역,강남역맛집,알부자,알찜,어반래빗카페,애플파이,혜여니가,마카롱,고속터미널역맛집,파미에스테이션,스텔라,행복,,,,,,,,,,,,,,,,,,,,
294,Express Bus Terminal Station,34주,데블스도어,피자,감자튀김,고속터미널역맛집,점심식사,생일상,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Express Bus Terminal Station,34주,평일이라웨이팅없음,드디어먹어본다,halffcoffee,고속터미널역맛집,파미에스테이션맛집,아엠어버거,하프커피,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Express Bus Terminal Station,34주,평양냉면,삼거리푸줏간,반포동맛집,고속터미널역맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Express Bus Terminal Station,34주,부다스밸리,파미에스테이션,고속터미널역,고속터미널역맛집,태국음식,서울맛집,카페투어,일상,데일리,맛집,먹방,먹스타그램,다이어트,맞팔,좋아요,인친,instadaily,instalike,instapic,instagood,tourist,diet,foodporn,daily,seoul,likeforfollow,photography,photooftheday,korea,,,,
298,Express Bus Terminal Station,35주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Express Bus Terminal Station,35주,마마스,카페마마스,고속터미널역맛집,샐러드맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Express Bus Terminal Station,35주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Express Bus Terminal Station,35주,고속터미널역맛집,파미에스트리트,소이연남,쌀국수최고,먹스타그램,망고스틴음료최고,최고,화장품책임판매관리자교육,힐링,지침,,,,,,,,,,,,,,,,,,,,,,,
302,Express Bus Terminal Station,35주,2인3메뉴,먹고살자는데,맛있으면좋잖아요,고속터미널맛집,고터맛집,강남고속터미널역맛집,타쿠미나가사키,고속터미널역맛집,,,,,,,,,,,,,,,,,,,,,,,,,
303,Express Bus Terminal Station,35주,와인,미트파이,코티지파이,모짜렐라치즈,커피더비어,coffeethebeer,시즌메뉴,영국식파이,미트파이,코티지파이,인천코티지파이,짭짤한파이,시즌메뉴,,,,,,,,,,,,,,,,,,,,
304,Express Bus Terminal Station,35주,타쿠미나가사키,안심카츠,냉메밀면,치킨가라아게카레,올클리어,고터맛집,고속터미널맛집,먹방일지,포장가능,테이크아웃메뉴도있음,고속터미널역맛집,강남고속터미널역맛집,고터먹방,먹스타그램,돼지스타그램,나가사키현음식,일본장인의맛이라나,,,,,,,,,,,,,,,,
305,Express Bus Terminal Station,35주,고터맛집,고속터미널,고속터미널역맛집,반포맛집,돈까스맛집,반포동맛집,타쿠미나가사키,seoulrestaurant,seoul,,,,,,,,,,,,,,,,,,,,,,,,
306,Express Bus Terminal Station,35주,초코파이하우스,chocopie,chocopiehouse,초코파이,고터맛집,고속터미널역맛집,먹스타그램,맛스타그램,jmt,강남신세계백화점,식품관,달다구리,,,,,,,,,,,,,,,,,,,,,
307,Express Bus Terminal Station,35주,고속터미널역,고속터미널역맛집,고터맛집,아이스크림,민트초코,초코,후식,파미에스테이션,강남,서울성모병원,서울성모병원맛집,간호대,간호대학생일상,일상,간3,먹스타그램,맛집리뷰,공부시름,,,,,,,,,,,,,,,
308,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Express Bus Terminal Station,Error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
