,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
103,National Assembly Building Station,6주,명동칼국수,여의도역,샛강역,여의도,여의도맛집,샛강역,샛강역맛집,여의도칼국수,여의도보쌈,여의도만두국,여의도비빔국수,국회의사당,국회의사당맛집,국회의사당역,국회의사당역맛집,여의도점심,여의도역점심,국회의사당점심,,,,,,,,,,,,,
104,National Assembly Building Station,6주,그리디몬,여의도버거맛집,여의도공원맛집,배달맛집,푸드플라이,배민,여의도공원맛집,오늘점심메뉴,점심한끼,국회의사당역맛집,그리디몬버거,greedymon,,,,,,,,,,,,,,,,,,,
105,National Assembly Building Station,6주,바스버거,basburger,바스버거국회의사당점,국회의사당,국회의사당역맛집,instafood,daily,food,hamburger,먹스타그램,맛스타그램,여의도맛집,,,,,,,,,,,,,,,,,,,
106,National Assembly Building Station,6주,첫줄안녕,구포국수,보쌈,정우칼국수보쌈,잔치국수,여의도,여의도맛집,서여의도맛집,국회의사당역맛집,9호선맛집,서울맛집,맛집,먹방,회식,점심,직장인,점심메뉴,저녁메뉴,먹스타그램,먹방,맛있다,맛스타그램,맘스타그램,소통,,,,,,,
107,National Assembly Building Station,6주,그리디몬,테라스버거맛집,그리디몬버거,여의도공원맛집,국회의사당역맛집,여의도역맛집,방송국맛집,kbs,주말,배달맛집,테라스맛집,배민,푸드플라이,여의도펍,피자,화이타,플래터,,,,,,,,,,,,,,
108,National Assembly Building Station,6주,첫줄안녕,써니즉석떡볶이,또보겠지떡볶이,여의도맛집,국회의사당역맛집,즉떡,즉석떡볶이,정우빌딩맛집,맛집,먹방,먹스타그램,소통,서여의도맛집,여의도,서여의도,국회,국회의사당,서울맛집,미슐랭,별점,평점,맛평가,맛집스타그램,맛있어,떡볶이,볶음밥,,,,,
109,National Assembly Building Station,6주,여의도맛집,국회의사당역맛집,여의도일식,여의도회식,동해도,동해도일식,,,,,,,,,,,,,,,,,,,,,,,,,
110,National Assembly Building Station,6주,여의도공원맛집,테라스,여의도테라스맛집,그리디몬,greedymon,여의도역맛집,국회의사당역맛집,그리디몬버거,그리디몬,여의도펍,오늘점심,테라스맛집,,,,,,,,,,,,,,,,,,,
111,National Assembly Building Station,6주,서울,여의도,여의도맛집,국회의사당역맛집,초밥,초밥맛집,무한초밥뷔페,동해도,여의도동해도,로춘남,,,,,,,,,,,,,,,,,,,,,
112,National Assembly Building Station,6주,여의도,국회의사당역맛집,노조미,여의도횟집,여의도맛집,여의도점심,서여의도맛집,여의도노조미,노조미코스요리,회스타그램,맛스타그램,여의도모임,형부찬스,여의도일식맛집,해피스타그램,,,,,,,,,,,,,,,,
113,National Assembly Building Station,7주,맛있는버거맛집,그리디몬,greedymon,여의도버거,여의도수제버거,더샵아일랜드파크맛집,여의도직장인,오늘점심메뉴,국회의사당역맛집,여의도역맛집,배달맛집,,,,,,,,,,,,,,,,,,,,
114,National Assembly Building Station,7주,여의도맛집,국회의사당역맛집,여의도일식,여의도회식,여의도초밥,동해도,동해도초밥뷔페,동해도일식,,,,,,,,,,,,,,,,,,,,,,,
115,National Assembly Building Station,36주,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,National Assembly Building Station,7주,세상의모든아침,여의도,여의도맛집,여의도역,여의도역맛집,국회의사당,국회의사당맛집,국회의사당역,국회의사당역맛집,브런치,브런치맛집,,,,,,,,,,,,,,,,,,,,
117,National Assembly Building Station,7주,맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,National Assembly Building Station,7주,수제맥주,시원하게한잔,퇴근후한잔,여의도직장인,여의도펍,여의도수제버거맛집,국회의사당역맛집,단체회식,더샵아일랜드파크맛집,방송국맛집,kbs,배달맛집,그리디몬버거,greedymon,Greedymon,craftbeer,pizza,coffee,,,,,,,,,,,,,
119,National Assembly Building Station,7주,여의도맛집,여의도일식맛집,여의도코스요리,여의도맛집,여의도점심,서여의도맛집,여의도횟집,국회의사당역맛집,노조미,여의도노조미,,,,,,,,,,,,,,,,,,,,,
120,National Assembly Building Station,7주,여의도맛집,여의도점심,서여의도맛집,여의도횟집,국회의사당역맛집,노조미,여의도노조미,잘먹었습니다,,,,,,,,,,,,,,,,,,,,,,,
121,National Assembly Building Station,7주,여의도일식,여의도맛집,동해도,국회의사당역맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,National Assembly Building Station,7주,KBS맛집,국회의사당역맛집,여의도공원맛집,여의도맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,National Assembly Building Station,7주,여의도맛집,여의도회식,여의도일식,국회의사당역맛집,여의도초밥,동해도,동해도초밥뷔페,동해도한상코스,,,,,,,,,,,,,,,,,,,,,,,
124,National Assembly Building Station,7주,여의도맛집,여의도회식,여의도일식,국회의사당역맛집,여의도초밥,동해도,동해도초밥뷔페,동해도한상코스,,,,,,,,,,,,,,,,,,,,,,,
125,National Assembly Building Station,7주,그리디몬,여의도버거맛집,여의도수제버거,더샵아일랜드파크맛집,국회의사당역맛집,여의도펍,인스타핫플레이스,pub,피자,수제맥주,화이타,커피,플래터,,,,,,,,,,,,,,,,,,
126,National Assembly Building Station,7주,여의도맛집,여의도일식,여의도초밥,국회의사당역맛집,초밥무제한,회전초밥,,,,,,,,,,,,,,,,,,,,,,,,,
127,National Assembly Building Station,7주,여의도맛집,여의도회식,여의도일식,국회의사당역맛집,여의도초밥,동해도,동해도초밥뷔페,,,,,,,,,,,,,,,,,,,,,,,,
128,National Assembly Building Station,7주,동해도,여의도맛집,동해도초밥뷔페,국회의사당역맛집,여의도회식,,,,,,,,,,,,,,,,,,,,,,,,,,
129,National Assembly Building Station,7주,여의도맛집,여의도스시,여의도초밥,국회의사당맛집,국회의사당역맛집,국회의사당스시,국회의사당초밥,여의도오마카세,국회의사당오마카세,여의도술집,여의도이자카야,국회의사당술집,국회의사당이자카야,,,,,,,,,,,,,,,,,,
