,station,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
481,Jeungmi Station,21주,강서구맛집,등촌맛집,등촌동맛집,증미역맛집,증미맛집,닭볶음탕맛집,닭도리탕맛집,닭볶음탕,강서구유림,등촌유림,유림,유림보신원,맛스타그램,먹스타그램,닭도리탕좋아요,교독한미식가,푸드파이터,,,,,,,,,,,,,,,,
482,Jeungmi Station,21주,빛나러,프로필링크클릭,첫줄,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,오소속눈썹,빛나러오소,미세먼지,좋아요반사,일요일,인친,소통,좋아요그램,소통그램,일상,,,,,,,,,,,,,,,,
483,Jeungmi Station,21주,빛나러,프로필링크클릭,첫줄좋반,증미역속눈썹연장,강서구청속눈썹,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반테러,웨딩,2020,가양역아이래쉬,선팔,맞팔,데일리메이크업,인스타그램,,,,,,,,,,,,,,
484,Jeungmi Station,21주,예원교회,단체배달,예약가능,포장가능,배달가능,서울미트볼가양점,수제미트볼,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,맛점,데이트,일상,소통,맞팔,감성,핫플레이스,파스타,,,
485,Jeungmi Station,21주,염색,톤다운,겨울염색,염색컬러추천,이가자헤어비스가양이마트점,증미역,가양역,강서구청,증미역맛집,가양역맛집,강서구청맛집,,,,,,,,,,,,,,,,,,,,,,
486,Jeungmi Station,21주,강서구맛집,등촌동맛집,등촌역맛집,증미역맛집,굴보쌈맛집,굴보쌈,최애굴보쌈,생굴사랑,굴전,맛스타그램,먹스타그램,굴보쌈좋아요,푸드파이터,,,,,,,,,,,,,,,,,,,,
487,Jeungmi Station,21주,밥한공기뚝딱,가양역맛집,가양역술집,증미역맛집,등촌동술집,가양역생맥주,동네,동내,등촌동맛집,혼술,혼밥,맥주,레드락,생맥주,레드락생맥주,테라,카스,오뎅,어묵,등촌동오뎅바,가양역오뎅바,먹스타그램,맛스타그램,존맛탱,불금,오늘뭐먹지,주4일제를꿈꾸며,고등어,고갈비,생선구이,,,
488,Jeungmi Station,21주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
489,Jeungmi Station,21주,제주돼지고기,월정소나타,증미역맛집,등촌동맛집,가양동맛집,가양역맛집,돼지고기맛집,오겹살맛집,삼겹살맛집,목살맛집,항정살맛집,가브리살맛집,,,,,,,,,,,,,,,,,,,,,
490,Jeungmi Station,21주,생맥주이벤트,짜파게티,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,맥주,레드락,생맥주,레드락생맥주,테라,카스,오뎅,어묵,등촌동오뎅바,가양역오뎅바,먹스타그램,맛스타그램,짜장,노른자,JMT,존맛탱,꿀맛,sunnysideup,후라이,,,
491,Jeungmi Station,21주,쯔쿠네와피망,오픈샌드위치처럼,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,맥주,레드락,생맥주,레드락생맥주,테라,카스,오뎅,어묵,등촌동오뎅바,가양역오뎅바,먹스타그램,맛스타그램,쯔쿠네,닭고기완자,데리야끼,노른자,피망,마요네즈,JMT,,,
492,Jeungmi Station,21주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
493,Jeungmi Station,21주,다래정연탄불생고기,염창동맛집,증미역맛집,등촌역맛집,고기맛집,술스타그램,안주스타그램,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Jeungmi Station,21주,강서구맛집,증미역맛집,등촌식육식당,소고기모듬,갈비살,냉면,먹방스타그램,먹방여사,먹스타그램,맛스타그램,음식스타그램,요리스타그램,고기스타그램,고기는사랑입니다,다들고생했다,내동생,고마워,집으로,가즈아,놀고먹기만했는데,피곤,,,,,,,,,,,,
495,Jeungmi Station,21주,생맥주이벤트,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,맥주,레드락,생맥주,레드락생맥주,테라,카스,오뎅,어묵,등촌동오뎅바,가양역오뎅바,이벤트,알아맞혀보세요,,,,,,,,,,,
496,Jeungmi Station,21주,핑크베일,핑크,애쉬핑크,핑크애쉬,염색,염색추천,단발머리,여자머리스타일추천,이가자헤어비스가양이마트점,헤어모델작업중,증미역,증미역맛집,좋아요테러,,,,,,,,,,,,,,,,,,,,
497,Jeungmi Station,21주,톤다운염색,미디움단발,여자머리스타일추천,이가자헤어비스가양이마트점,증미역,가양역,강서구청맛집,가양역맛집,증미역맛집,헤어모델작업중,,,,,,,,,,,,,,,,,,,,,,,
498,Jeungmi Station,22주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,맛점,데이트,일상,소통,맞팔,사진,감성,핫플레이스,주방,후라이팬,,,,
499,Jeungmi Station,22주,모듬어묵,규스지,곤약,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,맥주,레드락,생맥주,레드락생맥주,테라,카스,오뎅,어묵,등촌동오뎅바,가양역오뎅바,일품진로,화요,어묵탕,오뎅탕,규스지,소힘줄,곤약,,,,
500,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
501,Jeungmi Station,22주,증미역,증미역맛집,염창동맛집,염창동,정육점,프리이엄정육,소고기,살치살,눈꽃살,꽃갈비살,꽃등심,스테이크,,,,,,,,,,,,,,,,,,,,,
502,Jeungmi Station,22주,전참시맛집,유림닭도리탕,증미역맛집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Jeungmi Station,22주,정육점은,수입소고기,정육식당,스테이크를,염창동,염창동맛집,염창맛집,증미역맛집,증미역,소고기,소고기맛집,돼지고기,,,,,,,,,,,,,,,,,,,,,
504,Jeungmi Station,22주,해산물폭탄,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,맥주,레드락,생맥주,레드락생맥주,테라,카스,해산물폭탄,바쿠단,해산물바쿠단,폭탄,화요,일품진로,안주,,,,,,,,,,
505,Jeungmi Station,22주,빛나러,프로필링크클릭,춥다,증미역네일숍,강서구청네일샵,등촌역네일숍,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔맞팔,겨울네일아트,겨울왕국,엘사네일,엘사,인싸,,,,,,,,,,,,
506,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,오소속눈썹,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
507,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
508,Jeungmi Station,22주,배달의민족리뷰,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,맛점,데이트,일상,소통,맞팔,사진,감성,핫플레이스,파스타,,,,
509,Jeungmi Station,22주,회상,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,
510,Jeungmi Station,22주,일미락,오목교,고기구이,콜키지프리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Jeungmi Station,22주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,등촌동배달,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,사진,감성,핫플레이스,파스타,,,,
512,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
513,Jeungmi Station,22주,함박크림파스타,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,파스타,부추페스토,부추페스토파스타,혼술,혼밥,맥주안주,안주,크림파스타,함박스테이크,고르곤졸라치즈,고르곤졸라파스타,고르곤졸라,함박,치즈파스타,치즈,크림,,,,,,,,,
514,Jeungmi Station,22주,컵투,카페스타그램,회사,종무식,회식,직접구운빵,베이커리,케이터링,장소대관,카페대관,송년회,종무식행사,1월1일,2020,새해복많이받으세요,신년파티,증미역맛집,가양동카페,강서구카페,주차가능카페,,,,,,,,,,,,,
515,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
516,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
517,Jeungmi Station,22주,태발이외식,jk블라썸호텔,염창8경,디너부페,생맥주무제한,루프탑,태발이맛집,송년회장소,강서구호텔,증미역맛집,호텔루프탑,맛집여행,한강뷰,염창동맛집,가족외식장소,,,,,,,,,,,,,,,,,,
518,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
519,Jeungmi Station,22주,표면장력,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,맥주,레드락,생맥주,레드락생맥주,테라,카스,,,,,,,,,,,,,,,,,
520,Jeungmi Station,22주,가양역카레,등촌동카레,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,커리,키마카레,카레,키마커리,아보카도,토마토,디럭스,오므라이스,,,,,,,,,,,,,,
521,Jeungmi Station,22주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,사진,감성,핫플레이스,,,,,,
522,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
523,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램홍보,,,,,,,,,,,,,
524,Jeungmi Station,22주,증미역맛집,생굴,굴보쌈,생굴사랑,술스타그램,안주스타그램,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Jeungmi Station,22주,빛나러,프로필링크클릭,맛스타그램,증미역맛집,강서구청맛집,등촌역맛집,가양역네일,증미역맛집,빛나러오소,겨울,1월,좋반,데일리,2020,2020팬톤컬러,선팔,맞팔,이벤트네일,네일맛집,인스타그램,,,,,,,,,,,,,
526,Jeungmi Station,23주,김포공항,강서구맛집,등촌역맛집,등촌맛집,증미역맛집,증미맛집,가양역맛집,가양맛집,쌀국수,반미,분짜,껌승,짜조,띠아낭,베트남음식,고객님은왕,항상감사,사랑해요,등촌CGV맛집,CGV등촌맛집,등촌CGV,CGV등촌,데이트장소,혼밥,대한항공근처맛집,반미맛집,등촌동속베트남,새해복많이받으세요,설날,정상영업,,,
527,Jeungmi Station,23주,빛나러,프로필링크클릭,첫줄,증미역맛집,강서구청맛집,등촌역맛집,가양역맛집,오소네일,증미역속눈썹연장,빛나러오소,겨울,2020,좋반,새해복많이받으세요,복,happynewyear,인스타그램,,,,,,,,,,,,,,,,
528,Jeungmi Station,23주,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,곱도리탕,곱창,닭도리탕,곱창전골,전골,,,,,,,,,,,,,,,,,,,
529,Jeungmi Station,23주,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,순살닭파구이,소주,맥주,유즈코쇼,와사비,순살,닭,치킨,,,,,,,,,,,,,,,,
530,Jeungmi Station,23주,연말파티,송년회파티,송년회,신년회장소,회식장소,증미역카페,강서구카페,증미역맛집,가양동카페,주차가능카페,장소대관,,,,,,,,,,,,,,,,,,,,,,
531,Jeungmi Station,23주,차돌박이청어알쌈,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,차돌박이,청어알,차돌,쌈밥,안주,,,,,,,,,,,,,,,,,,
532,Jeungmi Station,23주,치즈,고수,아보카도,반숙달걀,토마토,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,혼술,혼밥,커리,키마카레,카레,키마커리,아보카도,고수,,,,,,,,,,,,,
533,Jeungmi Station,23주,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,반건조오징어,오징어구이,오징어,혼술,혼밥,안주맛집,땅콩,마요네즈,청양고추,직화구이,직화,,,,,,,,,,,,,,,
534,Jeungmi Station,23주,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,파스타,부추페스토,부추페스토파스타,혼술,혼밥,맥주안주,안주,,,,,,,,,,,,,,,,,,,
535,Jeungmi Station,23주,오버액션토끼,귀여운손님,안귀여운토끼,고객만족,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,사진,감성,핫플레이스,파스타,,,,
536,Jeungmi Station,23주,삼겹살,목살,돼지세트,월정소나타,증미역맛집,맛집스타그램,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Jeungmi Station,23주,가양역맛집,가양역술집,증미역맛집,동네,오아시스,동내,등촌동맛집,곱도리탕,백화수복,혼술,혼밥,,,,,,,,,,,,,,,,,,,,,,
538,Jeungmi Station,23주,유림보신원닭볶음탕,증미역맛집,너무맛있잖아,너무맵자나,앞치마샷,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Jeungmi Station,23주,빛나러오소,프리미엄,지금,빛나러,프로필링크클릭,첫줄,증미역맛집,강서구청네일,등촌역네일,가양역네일,증미역왁싱,빛나러오소,겨울,12월,좋반,데일리,금요일,강서구맛집,강서구네일숍,가양맛집,발산맛집,마곡나루네일,갬성그램,인치환영,소통그램,오늘,,,,,,,
540,Jeungmi Station,23주,우주대스타,빛나러,프로필링크클릭,첫줄반사,증미네일,강서구네일,등촌동네일,가양네일,선팔맞팔,증미역맛집,빛나러오소,겨울,홈파티,좋반,데일리그램,오로라네일,오로라젤,조아요반사,럽스타그램,인스타그램,,,,,,,,,,,,,
541,Jeungmi Station,23주,청하,닭볶음탕,유림,증미역,증미역맛집,닭볶음탕맛집,청하맛집,연예인맛집,,,,,,,,,,,,,,,,,,,,,,,,,
542,Jeungmi Station,23주,9호선,증미역,증미역맛집,jk블라썸호텔,염창8경,2인바베큐,와인한잔,스테이크,,,,,,,,,,,,,,,,,,,,,,,,,
543,Jeungmi Station,23주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,사진,감성,핫플레이스,파스타,,,,,
544,Jeungmi Station,23주,장족의발전,영업시간,주문,방문포장,아이파크아파트,백석중학교,실로암안과,골목식당,강서구청맛집,강서구맛집,등촌역맛집,염창역맛집,가양역맛집,증미역맛집,목동맛집,목동사거리맛집,백석초,백석중,대일외고,맛집추천,방송국놈들,맛스타,맛집스타그램,맛집그램,배민,배민주문,,,,,,,
545,Jeungmi Station,23주,크리스마스,크리스마스이브,Christmas,데이트,일상,일상소통,맛집,증미역맛집,키친앤쏘울,찹스테이크,파스타,불고기피자,하우스와인,힐링,데일리,팔로우,f4f,likeforlike,JMT,foodie,달달,연애중,설렘,,,,,,,,,,
546,Jeungmi Station,24주,제주돼지,월정소나타,증미역맛집,월정돼지셋트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Jeungmi Station,24주,김포공항,강서구맛집,등촌역맛집,등촌맛집,증미역맛집,증미맛집,가양역맛집,가양맛집,쌀국수,반미,분짜,껌승,짜조,띠아낭,베트남음식,고객님은왕,항상감사,사랑해요,등촌CGV맛집,CGV등촌맛집,등촌CGV,CGV등촌,데이트장소,혼밥,대한항공근처맛집,반미맛집,등촌동속베트남,크리스마스,성탄절,정상영업,,,
548,Jeungmi Station,24주,메리크리스마스,빛나러,프로필링크클릭,화요일,네일그램,강서구청맛집,등촌역맛집,가양역맛집,증미역맛집,빛나러오소,겨울네일,12월,좋아요반사,좋반그램,데일리,겨울네일아트,댕댕이그램,냥스타그램,산타,,,,,,,,,,,,,,
549,Jeungmi Station,24주,증미역맛집,생굴,굴보쌈,생굴사랑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Jeungmi Station,24주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,사진,감성,핫플레이스,파스타,,,,,
551,Jeungmi Station,24주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,핫플레이스,직장인점심,데이트,일상,소통,요리,파스타,,,,,,,
552,Jeungmi Station,24주,먹스타그램,맛스타그램,먹부림,먹방,맛집,염창동맛집,증미역맛집,유림보신원,유림닭볶음탕,닭볶음탕맛집,닭볶음탕,전지적참견시점,청하,저녁메뉴,저녁메뉴추천,데이트,음식,소통,선팔,좋아요,좋아요반사,좋반,instafood,food,foodstagram,daily,tasty,like4like,fff,f4f,,,
553,Jeungmi Station,24주,광명역맛집,광명이케아맛집,롯데월드몰맛집,상수맛집,합정맛집,홍대맛집,잠실맛집,롯데월드몰,강서구맛집,가양역맛집,증미역맛집,토요일저녁,연말,,,,,,,,,,,,,,,,,,,,
554,Jeungmi Station,24주,숯불고기반상,마이고기,숯불고기반상,마켓로거스가양,가양이마트3층,증미역맛집,가양맛집,매장에,먹을게많아,햄볶아요,점심메뉴고민,안해도됨,,,,,,,,,,,,,,,,,,,,,
555,Jeungmi Station,24주,증미역맛집,월남선생,쌀국수맛집,점심시간에,모임,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Jeungmi Station,24주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,파스타,요리,,,,,,,
557,Jeungmi Station,24주,배달의민족,가양맛집,아구맛집,가양동맛집,등촌맛집,등촌동맛집,가양아구찜,가양역알탕,등촌동알탕,증미역맛집,방화동맛집,마곡맛집,마곡나루맛집,맛스타그램,일상,소통,좋반,선팔,맞팔,맛있다,팔로미,행복,파이팅,,,,,,,,,,
558,Jeungmi Station,25주,오남매닭갈비,신월동맛집,마곡맛집,화곡시장맛집,가양맛집,아구맛집,가양동맛집,등촌맛집,등촌동맛집,가양아구찜,가양역알탕,등촌동알탕,증미역맛집,방화동맛집,마곡맛집,마곡나루맛집,맛스타그램,일상,소통,좋반,선팔,맞팔,맛있다,팔로미,행복,파이팅,,,,,,,
559,Jeungmi Station,25주,유림,닭볶음탕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Jeungmi Station,25주,예약가능,포장가능,배달가능,서울미트볼가양점,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,파스타,,,,,,,,
561,Jeungmi Station,25주,네부부동반모임,증미역맛집,유림닭도리탕,전참시맛집,강서구청,김삿갓,노래하는술집,이름이뭐였지,암튼좋다,즐거운시간이었다,,,,,,,,,,,,,,,,,,,,,,,
562,Jeungmi Station,25주,가양맛집,아구맛집,가양동맛집,등촌맛집,등촌동맛집,가양아구찜,가양역알탕,등촌동알탕,증미역맛집,방화동맛집,마곡맛집,마곡나루맛집,맛스타그램,일상,소통,좋반,선팔,맞팔,맛있다,팔로미,행복,파이팅,,,,,,,,,,,
563,Jeungmi Station,25주,일상,서울,서울맛집,빅소이,태국식쌀국수,쌀국수,너무맛있어,인생맛집,소울음식,행복해,신남,bigsoi,증미역맛집,,,,,,,,,,,,,,,,,,,,
564,Jeungmi Station,25주,상수역맛집,홍대맛집,합정맛집,광명역맛집,광명이케아맛집,롯데월드몰맛집,잠실맛집,잠실롯데몰맛집,강서맛집,가양역맛집,증미역맛집,,,,,,,,,,,,,,,,,,,,,,
565,Jeungmi Station,25주,증미역맛집,수꼬치,연남동이전,매콤한떡볶이,꼬치맛집,연어샐러드,12시땡,얻어먹는생일케이크,그래도좋아,,,,,,,,,,,,,,,,,,,,,,,,
566,Jeungmi Station,25주,가양맛집,아구맛집,가양동맛집,등촌맛집,등촌동맛집,가양아구찜,가양역알탕,등촌동알탕,증미역맛집,방화동맛집,마곡맛집,마곡나루맛집,맛스타그램,일상,소통,좋반,선팔,맞팔,맛있다,팔로미,행복,파이팅,,,,,,,,,,,
567,Jeungmi Station,25주,행복하세용,가양맛집,아구맛집,가양동맛집,등촌맛집,등촌동맛집,가양아구찜,가양역알탕,등촌동알탕,증미역맛집,방화동맛집,마곡맛집,마곡나루맛집,맛스타그램,일상,소통,좋반,선팔,맞팔,맛있다,팔로미,행복,파이팅,,,,,,,,,,
568,Jeungmi Station,25주,헬스,라이프플러스휘트니스강서점,증미역맛집,일상,강서주민,근질,그룹수업,댄스,셀카,그룹수업,근력운동,홈트,헬린이,유산소,강서맛집,눈바디,인바디,증미역줌바,증미역줌바,라이프플러스휘트니스,그룹수업,스텝수업,지엑스수업,근력운동,,,,,,,,,
569,Jeungmi Station,25주,쩜순이네아구찜,가양맛집,아구맛집,가양동맛집,등촌맛집,등촌동맛집,가양아구찜,가양역알탕,등촌동알탕,증미역맛집,방화동맛집,마곡맛집,마곡나루맛집,맛스타그램,일상,소통,좋반,선팔,맞팔,맛있다,팔로미,행복,파이팅,,,,,,,,,,
570,Jeungmi Station,25주,모던진진,증미역맛집,가양역맛집,증미역중식당,가양역중식당,증미역짬뽕맛집,짜장면,짬뽕,가양역짬뽕맛집,가양역짜장면,증미역짬뽕,,,,,,,,,,,,,,,,,,,,,,
571,Jeungmi Station,25주,설레인다,빛나러,프로필링크클릭,첫줄반사,증미네일,강서구네일,등촌네일,가양네일,증미역맛집,빛나러오소,겨울,12월,좋반,데일리,겨울네일,양천향교역네일,네일맛집,가양왁싱,가양맛집,,,,,,,,,,,,,,
572,Jeungmi Station,25주,헬스,라이프플러스휘트니스강서점,증미역맛집,일상,강서주민,지엑스,그룹수업,댄스,일상,그룹수업,근력운동,홈트,헬린이,유산소,런닝머신,눈바디,인바디,증미역줌바,증미역댄스,라이프플러스휘트니스,그룹수업,스텝수업,지엑스수업,스텝수업,,,,,,,,,
573,Jeungmi Station,25주,헬스,라이프플러스휘트니스강서점,증미역맛집,일상,강서주민,지엑스,그룹수업,댄스,일상,좋반,근력운동,홈트,헬린이,유산소,런닝머신,눈바디,인바디,증미역줌바,증미역댄스,라이프플러스휘트니스,그룹수업,스텝수업,지엑스수업,스피닝안무,스피닝영상,스피닝시간,,,,,,,
574,Jeungmi Station,25주,스텝,헬스,라이프플러스휘트니스강서점,증미역맛집,일상,강서주민,지엑스,그룹수업,댄스,일상,그룹수업,근력운동,홈트,헬린이,유산소,런닝머신,눈바디,인바디,증미역줌바,증미역댄스,라이프플러스휘트니스,그룹수업,스텝수업,지엑스수업,스텝수업,,,,,,,,
575,Jeungmi Station,25주,서울미트볼가양점,간식,서울미트볼,등촌동맛집,가양역맛집,가양동맛집,가양역파스타,등촌동파스타,발산맛집,강서구맛집,강서맛집추천,파스타맛집,증미역맛집,증미맛집,cgv등촌,홈플러스강서점,맛집,직장인점심,데이트,일상,소통,맞팔,파스타,,,,,,,,,,
576,Jeungmi Station,26주,쩜순이네아구찜,배달의민족,신메뉴,다가오새요,소소하지만맛있는행복,가양역맛집,가양동맛집,등촌동맛집,등촌역맛집,증미역맛집,염창동맛집,양천향교맛집,발산맛집,마곡맛집,화곡아구찜,맛스타그램,가양역아구찜,아구찜맛집,좋반테러,인스타푸드,일상,소통,퇴근,저녁,집밥,,,,,,,,
577,Jeungmi Station,26주,김포공항,강서구맛집,등촌역맛집,등촌맛집,증미역맛집,증미맛집,가양역맛집,가양맛집,쌀국수,반미,분짜,껌승,짜조,띠아낭,베트남음식,항상감사,사랑해요,포장가능,등촌CGV맛집,CGV등촌맛집,등촌CGV,CGV등촌,데이트장소,혼밥,대한항공근처맛집,반미맛집,등촌동속베트남,배달,개시,배민라이더스,,,
578,Jeungmi Station,26주,자신감넘치게,화요일,롱래쉬리프팅,cc컬펌,속눈썹리프팅잘하는곳,속눈썹펌시술,강서미용실,양천속눈썹,뷰스타그램,마곡동속눈썹,마곡미용실,마곡미용실추천,발산속눈썹,발산동,염창동,등촌역,목동사거리,증미역,가양역,가양역맛집,증미역맛집,,,,,,,,,,,,
