,station,name,review,category,link
1234,Garak Market,더블룸,33,와인,https://store.naver.com/restaurants/detail?entry=ple&id=1176144289&query=%EB%8D%94%EB%B8%94%EB%A3%B8
1235,Garak Market,현대옥 송파가락점,32,한식,https://store.naver.com/restaurants/detail?entry=ple&id=35150158&query=%ED%98%84%EB%8C%80%EC%98%A5%20%EC%86%A1%ED%8C%8C%EA%B0%80%EB%9D%BD%EC%A0%90
1236,Garak Market,오징어청춘 문정법원로점,32,오징어요리,https://store.naver.com/restaurants/detail?entry=ple&id=38712234&query=%EC%98%A4%EC%A7%95%EC%96%B4%EC%B2%AD%EC%B6%98%20%EB%AC%B8%EC%A0%95%EB%B2%95%EC%9B%90%EB%A1%9C%EC%A0%90
1237,Munjeong,빕스 문정점,"2,605",패밀리레스토랑,https://store.naver.com/restaurants/detail?entry=ple&id=1177892078&query=%EB%B9%95%EC%8A%A4%20%EB%AC%B8%EC%A0%95%EC%A0%90
1238,Munjeong,골목떡볶이,899,떡볶이,https://store.naver.com/restaurants/detail?entry=ple&id=18872410&query=%EA%B3%A8%EB%AA%A9%EB%96%A1%EB%B3%B6%EC%9D%B4
1239,Munjeong,쿠우쿠우 송파하비오점,767,"일식,초밥뷔페",https://store.naver.com/restaurants/detail?entry=ple&id=1693766863&query=%EC%BF%A0%EC%9A%B0%EC%BF%A0%EC%9A%B0%20%EC%86%A1%ED%8C%8C%ED%95%98%EB%B9%84%EC%98%A4%EC%A0%90
1240,Munjeong,더플레이스 송파파크하비오점,539,이탈리아음식,https://store.naver.com/restaurants/detail?entry=ple&id=482267736&query=%EB%8D%94%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EC%86%A1%ED%8C%8C%ED%8C%8C%ED%81%AC%ED%95%98%EB%B9%84%EC%98%A4%EC%A0%90
1241,Munjeong,쿠치나 디 까사,360,"스파게티,파스타전문",https://store.naver.com/restaurants/detail?entry=ple&id=1545869125&query=%EC%BF%A0%EC%B9%98%EB%82%98%20%EB%94%94%20%EA%B9%8C%EC%82%AC
1242,Munjeong,지인고기,359,"육류,고기요리",https://store.naver.com/restaurants/detail?entry=ple&id=717502633&query=%EC%A7%80%EC%9D%B8%EA%B3%A0%EA%B8%B0
1243,Munjeong,툇마루밥상,354,한정식,https://store.naver.com/restaurants/detail?entry=ple&id=18568695&query=%ED%88%87%EB%A7%88%EB%A3%A8%EB%B0%A5%EC%83%81
1244,Munjeong,마라예찬 송파점,291,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=1989280961&query=%EB%A7%88%EB%9D%BC%EC%98%88%EC%B0%AC%20%EC%86%A1%ED%8C%8C%EC%A0%90
1245,Munjeong,완도산회직영3호점,275,생선회,https://store.naver.com/restaurants/detail?entry=ple&id=20331512&query=%EC%99%84%EB%8F%84%EC%82%B0%ED%9A%8C%EC%A7%81%EC%98%813%ED%98%B8%EC%A0%90
1246,Munjeong,인기명 문정점,276,"해물,생선요리",https://store.naver.com/restaurants/detail?entry=ple&id=1050205487&query=%EC%9D%B8%EA%B8%B0%EB%AA%85%20%EB%AC%B8%EC%A0%95%EC%A0%90
1247,Munjeong,케이펍스테이크&치킨,263,"치킨,닭강정",https://store.naver.com/restaurants/detail?entry=ple&id=1642697383&query=%EC%BC%80%EC%9D%B4%ED%8E%8D%EC%8A%A4%ED%85%8C%EC%9D%B4%ED%81%AC%26%EC%B9%98%ED%82%A8
1248,Munjeong,차이나플레인 문정점,260,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=1906149154&query=%EC%B0%A8%EC%9D%B4%EB%82%98%ED%94%8C%EB%A0%88%EC%9D%B8%20%EB%AC%B8%EC%A0%95%EC%A0%90
1249,Munjeong,플라워베이커리 문정본점,247,베이커리,https://store.naver.com/restaurants/detail?entry=ple&id=893705145&query=%ED%94%8C%EB%9D%BC%EC%9B%8C%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EB%AC%B8%EC%A0%95%EB%B3%B8%EC%A0%90
