,station,name,category,review,link
10,Cheongnyangni Station,원조 골뱅이 전문점,포장마차,195,https://store.naver.com/restaurants/detail?entry=ple&id=19885746&query=%EC%9B%90%EC%A1%B0%20%EA%B3%A8%EB%B1%85%EC%9D%B4%20%EC%A0%84%EB%AC%B8%EC%A0%90
11,Cheongnyangni Station,평양냉면,냉면,168,https://store.naver.com/restaurants/detail?entry=ple&id=32799773&query=%ED%8F%89%EC%96%91%EB%83%89%EB%A9%B4
12,Cheongnyangni Station,스시로 청량리역점,"초밥,롤",167,https://store.naver.com/restaurants/detail?entry=ple&id=738514549&query=%EC%8A%A4%EC%8B%9C%EB%A1%9C%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%A0%90
13,Cheongnyangni Station,티원 청량리점,중식당,160,https://store.naver.com/restaurants/detail?entry=ple&id=32528576&query=%ED%8B%B0%EC%9B%90%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
14,Cheongnyangni Station,코코이찌방야 청량리역점,카레,120,https://store.naver.com/restaurants/detail?entry=ple&id=13542984&query=%EC%BD%94%EC%BD%94%EC%9D%B4%EC%B0%8C%EB%B0%A9%EC%95%BC%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%A0%90
15,Cheongnyangni Station,스쿨푸드 청량리역사점,분식,112,https://store.naver.com/restaurants/detail?entry=ple&id=20091768&query=%EC%8A%A4%EC%BF%A8%ED%91%B8%EB%93%9C%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
16,Cheongnyangni Station,꾸워봐,"육류,고기요리",95,https://store.naver.com/restaurants/detail?entry=ple&id=1899340254&query=%EA%BE%B8%EC%9B%8C%EB%B4%90
17,Cheongnyangni Station,골뱅이나라,한식,90,https://store.naver.com/restaurants/detail?entry=ple&id=18085581&query=%EA%B3%A8%EB%B1%85%EC%9D%B4%EB%82%98%EB%9D%BC
18,Cheongnyangni Station,윤가네청국장,"찌개,전골",77,https://store.naver.com/restaurants/detail?entry=ple&id=18863312&query=%EC%9C%A4%EA%B0%80%EB%84%A4%EC%B2%AD%EA%B5%AD%EC%9E%A5
19,Cheongnyangni Station,땡이네,"칼국수,만두",75,https://store.naver.com/restaurants/detail?entry=ple&id=82399021&query=%EB%95%A1%EC%9D%B4%EB%84%A4
20,Cheongnyangni Station,박가부대찌개 청량리역사점,"찌개,전골",68,https://store.naver.com/restaurants/detail?entry=ple&id=918440096&query=%EB%B0%95%EA%B0%80%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
21,Cheongnyangni Station,춘천닭갈비,닭갈비,65,https://store.naver.com/restaurants/detail?entry=ple&id=18084232&query=%EC%B6%98%EC%B2%9C%EB%8B%AD%EA%B0%88%EB%B9%84
22,Cheongnyangni Station,빌리엔젤 롯데백화점청량리점,케이크전문,63,https://store.naver.com/restaurants/detail?entry=ple&id=34052639&query=%EB%B9%8C%EB%A6%AC%EC%97%94%EC%A0%A4%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
23,Cheongnyangni Station,고향집,"순대,순댓국",54,https://store.naver.com/restaurants/detail?entry=ple&id=1579581476&query=%EA%B3%A0%ED%96%A5%EC%A7%91
24,Cheongnyangni Station,제일제면소 청량리역사점,국수,49,https://store.naver.com/restaurants/detail?entry=ple&id=1136007325&query=%EC%A0%9C%EC%9D%BC%EC%A0%9C%EB%A9%B4%EC%86%8C%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
25,Cheongnyangni Station,북창동순두부 청량리역사점,두부요리,48,https://store.naver.com/restaurants/detail?entry=ple&id=38229577&query=%EB%B6%81%EC%B0%BD%EB%8F%99%EC%88%9C%EB%91%90%EB%B6%80%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
26,Cheongnyangni Station,사보텐 청량리역사점,돈가스,47,https://store.naver.com/restaurants/detail?entry=ple&id=1484340884&query=%EC%82%AC%EB%B3%B4%ED%85%90%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
27,Cheongnyangni Station,다미옥,냉면,44,https://store.naver.com/restaurants/detail?entry=ple&id=1646584021&query=%EB%8B%A4%EB%AF%B8%EC%98%A5
28,Cheongnyangni Station,먹보함흥냉면,냉면,43,https://store.naver.com/restaurants/detail?entry=ple&id=13546994&query=%EB%A8%B9%EB%B3%B4%ED%95%A8%ED%9D%A5%EB%83%89%EB%A9%B4
29,Cheongnyangni Station,육쌈냉면 청량리점,냉면,35,https://store.naver.com/restaurants/detail?entry=ple&id=35432507&query=%EC%9C%A1%EC%8C%88%EB%83%89%EB%A9%B4%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
30,Cheongnyangni Station,경북손칼국수,"칼국수,만두",34,https://store.naver.com/restaurants/detail?entry=ple&id=38010075&query=%EA%B2%BD%EB%B6%81%EC%86%90%EC%B9%BC%EA%B5%AD%EC%88%98
31,Cheongnyangni Station,정화네얼큰한동태국,"매운탕,해물탕",32,https://store.naver.com/restaurants/detail?entry=ple&id=1526925357&query=%EC%A0%95%ED%99%94%EB%84%A4%EC%96%BC%ED%81%B0%ED%95%9C%EB%8F%99%ED%83%9C%EA%B5%AD
32,Cheongnyangni Station,파스쿠찌 롯데백화점청량리점,카페,32,https://store.naver.com/restaurants/detail?entry=ple&id=13579482&query=%ED%8C%8C%EC%8A%A4%EC%BF%A0%EC%B0%8C%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
33,Cheongnyangni Station,KFC 청량리역사,햄버거,31,https://store.naver.com/restaurants/detail?entry=ple&id=31454050&query=KFC%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC
34,Cheongnyangni Station,어사출또 청량리점,생선회,30,https://store.naver.com/restaurants/detail?entry=ple&id=1318248752&query=%EC%96%B4%EC%82%AC%EC%B6%9C%EB%98%90%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
35,Cheongnyangni Station,홍수계찜닭 청량리역사점,찜닭,29,https://store.naver.com/restaurants/detail?entry=ple&id=1839972801&query=%ED%99%8D%EC%88%98%EA%B3%84%EC%B0%9C%EB%8B%AD%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
36,Cheongnyangni Station,조개속진주,조개요리,29,https://store.naver.com/restaurants/detail?entry=ple&id=32582185&query=%EC%A1%B0%EA%B0%9C%EC%86%8D%EC%A7%84%EC%A3%BC
37,Cheongnyangni Station,카페베네 청량리역점,카페,25,https://store.naver.com/restaurants/detail?entry=ple&id=13403240&query=%EC%B9%B4%ED%8E%98%EB%B2%A0%EB%84%A4%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%A0%90
38,Cheongnyangni Station,크리스피크림도넛 롯데백화점청량리점,도넛,25,https://store.naver.com/restaurants/detail?entry=ple&id=31015128&query=%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%94%BC%ED%81%AC%EB%A6%BC%EB%8F%84%EB%84%9B%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
39,Cheongnyangni Station,홍두깨칼국수,"칼국수,만두",24,https://store.naver.com/restaurants/detail?entry=ple&id=35915116&query=%ED%99%8D%EB%91%90%EA%B9%A8%EC%B9%BC%EA%B5%AD%EC%88%98
40,Cheongnyangni Station,로즈힐 롯데백화점청량리점,"육류,고기요리",24,https://store.naver.com/restaurants/detail?entry=ple&id=1569074447&query=%EB%A1%9C%EC%A6%88%ED%9E%90%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
41,Cheongnyangni Station,김가네김밥 청량리역사점,분식,23,https://store.naver.com/restaurants/detail?entry=ple&id=1596469876&query=%EA%B9%80%EA%B0%80%EB%84%A4%EA%B9%80%EB%B0%A5%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
42,Cheongnyangni Station,청량리 골목식당,"찌개,전골",22,https://store.naver.com/restaurants/detail?entry=ple&id=38556786&query=%EC%B2%AD%EB%9F%89%EB%A6%AC%20%EA%B3%A8%EB%AA%A9%EC%8B%9D%EB%8B%B9
43,Cheongnyangni Station,홍두깨손칼국수,"칼국수,만두",21,https://store.naver.com/restaurants/detail?entry=ple&id=1655097100&query=%ED%99%8D%EB%91%90%EA%B9%A8%EC%86%90%EC%B9%BC%EA%B5%AD%EC%88%98
44,Cheongnyangni Station,배스킨라빈스 청량리역사,아이스크림,20,https://store.naver.com/restaurants/detail?entry=ple&id=30824578&query=%EB%B0%B0%EC%8A%A4%ED%82%A8%EB%9D%BC%EB%B9%88%EC%8A%A4%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC
45,Cheongnyangni Station,호화대반점,중식당,18,https://store.naver.com/restaurants/detail?entry=ple&id=1091905798&query=%ED%98%B8%ED%99%94%EB%8C%80%EB%B0%98%EC%A0%90
46,Cheongnyangni Station,포베이 롯데백화점청량리점,베트남음식,18,https://store.naver.com/restaurants/detail?entry=ple&id=37843639&query=%ED%8F%AC%EB%B2%A0%EC%9D%B4%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
47,Cheongnyangni Station,롯데리아 청량리역사점,햄버거,18,https://store.naver.com/restaurants/detail?entry=ple&id=21817964&query=%EB%A1%AF%EB%8D%B0%EB%A6%AC%EC%95%84%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%82%AC%EC%A0%90
48,Cheongnyangni Station,기자네양은솥밥,한식,17,https://store.naver.com/restaurants/detail?entry=ple&id=20870045&query=%EA%B8%B0%EC%9E%90%EB%84%A4%EC%96%91%EC%9D%80%EC%86%A5%EB%B0%A5
49,Cheongnyangni Station,총각회수산,생선회,16,https://store.naver.com/restaurants/detail?entry=ple&id=33436041&query=%EC%B4%9D%EA%B0%81%ED%9A%8C%EC%88%98%EC%82%B0
50,Cheongnyangni Station,청량리장충족발,"족발,보쌈",16,https://store.naver.com/restaurants/detail?entry=ple&id=1597488754&query=%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%9E%A5%EC%B6%A9%EC%A1%B1%EB%B0%9C
51,Cheongnyangni Station,청량리조개구이찜,조개요리,16,https://store.naver.com/restaurants/detail?entry=ple&id=1615058794&query=%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A1%B0%EA%B0%9C%EA%B5%AC%EC%9D%B4%EC%B0%9C
52,Cheongnyangni Station,엔제리너스 롯데백화점청량리점 7F,카페,16,https://store.naver.com/restaurants/detail?entry=ple&id=13579396&query=%EC%97%94%EC%A0%9C%EB%A6%AC%EB%84%88%EC%8A%A4%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90%207F
53,Cheongnyangni Station,롯데리아 청량리점,햄버거,15,https://store.naver.com/restaurants/detail?entry=ple&id=18082534&query=%EB%A1%AF%EB%8D%B0%EB%A6%AC%EC%95%84%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
54,Cheongnyangni Station,백미당 롯데백화점청량리점,카페,14,https://store.naver.com/restaurants/detail?entry=ple&id=569410371&query=%EB%B0%B1%EB%AF%B8%EB%8B%B9%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
55,Cheongnyangni Station,농푸꼬지기 롯데백화점청량리점,한식,13,https://store.naver.com/restaurants/detail?entry=ple&id=37850232&query=%EB%86%8D%ED%91%B8%EA%BC%AC%EC%A7%80%EA%B8%B0%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
56,Cheongnyangni Station,청도해물탕아구찜,"매운탕,해물탕",13,https://store.naver.com/restaurants/detail?entry=ple&id=12777505&query=%EC%B2%AD%EB%8F%84%ED%95%B4%EB%AC%BC%ED%83%95%EC%95%84%EA%B5%AC%EC%B0%9C
57,Cheongnyangni Station,좋은아침 페스츄리,베이커리,12,https://store.naver.com/restaurants/detail?entry=ple&id=1480962925&query=%EC%A2%8B%EC%9D%80%EC%95%84%EC%B9%A8%20%ED%8E%98%EC%8A%A4%EC%B8%84%EB%A6%AC
58,Cheongnyangni Station,북촌손만두 롯데마트청량리점,"칼국수,만두",12,https://store.naver.com/restaurants/detail?entry=ple&id=37492089&query=%EB%B6%81%EC%B4%8C%EC%86%90%EB%A7%8C%EB%91%90%20%EB%A1%AF%EB%8D%B0%EB%A7%88%ED%8A%B8%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
59,Cheongnyangni Station,전골이야기,"찌개,전골",11,https://store.naver.com/restaurants/detail?entry=ple&id=38672952&query=%EC%A0%84%EA%B3%A8%EC%9D%B4%EC%95%BC%EA%B8%B0
60,Cheongnyangni Station,부영식당,한식,11,https://store.naver.com/restaurants/detail?entry=ple&id=32822463&query=%EB%B6%80%EC%98%81%EC%8B%9D%EB%8B%B9
61,Cheongnyangni Station,모리스시 롯데백화점청량리점,"초밥,롤",11,https://store.naver.com/restaurants/detail?entry=ple&id=37850233&query=%EB%AA%A8%EB%A6%AC%EC%8A%A4%EC%8B%9C%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
62,Cheongnyangni Station,초록면옥 롯데백화점청량리점,냉면,11,https://store.naver.com/restaurants/detail?entry=ple&id=1628618059&query=%EC%B4%88%EB%A1%9D%EB%A9%B4%EC%98%A5%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
63,Cheongnyangni Station,원조소머리국밥,국밥,11,https://store.naver.com/restaurants/detail?entry=ple&id=1236420307&query=%EC%9B%90%EC%A1%B0%EC%86%8C%EB%A8%B8%EB%A6%AC%EA%B5%AD%EB%B0%A5
64,Cheongnyangni Station,청량리회집,생선회,11,https://store.naver.com/restaurants/detail?entry=ple&id=20676868&query=%EC%B2%AD%EB%9F%89%EB%A6%AC%ED%9A%8C%EC%A7%91
65,Cheongnyangni Station,가가네산꼼장어,"해물,생선요리",11,https://store.naver.com/restaurants/detail?entry=ple&id=30943545&query=%EA%B0%80%EA%B0%80%EB%84%A4%EC%82%B0%EA%BC%BC%EC%9E%A5%EC%96%B4
66,Cheongnyangni Station,맛고을갈비찜,"육류,고기요리",10,https://store.naver.com/restaurants/detail?entry=ple&id=36004746&query=%EB%A7%9B%EA%B3%A0%EC%9D%84%EA%B0%88%EB%B9%84%EC%B0%9C
67,Cheongnyangni Station,속초코다리냉면 롯데백화점청량리점,냉면,10,https://store.naver.com/restaurants/detail?entry=ple&id=37823582&query=%EC%86%8D%EC%B4%88%EC%BD%94%EB%8B%A4%EB%A6%AC%EB%83%89%EB%A9%B4%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
68,Cheongnyangni Station,궁중가마솥설렁탕,"곰탕,설렁탕",10,https://store.naver.com/restaurants/detail?entry=ple&id=32091532&query=%EA%B6%81%EC%A4%91%EA%B0%80%EB%A7%88%EC%86%A5%EC%84%A4%EB%A0%81%ED%83%95
69,Cheongnyangni Station,퀴즈노스 롯데백화점청량리점,샌드위치,10,https://store.naver.com/restaurants/detail?entry=ple&id=31910987&query=%ED%80%B4%EC%A6%88%EB%85%B8%EC%8A%A4%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
70,Cheongnyangni Station,본죽 청량리점,죽,9,https://store.naver.com/restaurants/detail?entry=ple&id=36561502&query=%EB%B3%B8%EC%A3%BD%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
71,Cheongnyangni Station,빽다방 청량리역점,테이크아웃커피,9,https://store.naver.com/restaurants/detail?entry=ple&id=38269640&query=%EB%B9%BD%EB%8B%A4%EB%B0%A9%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%A0%90
72,Cheongnyangni Station,고미소곱창,"곱창,막창,양",9,https://store.naver.com/restaurants/detail?entry=ple&id=1035085004&query=%EA%B3%A0%EB%AF%B8%EC%86%8C%EA%B3%B1%EC%B0%BD
73,Cheongnyangni Station,손큰할매순대국 청량리점,"순대,순댓국",8,https://store.naver.com/restaurants/detail?entry=ple&id=35014186&query=%EC%86%90%ED%81%B0%ED%95%A0%EB%A7%A4%EC%88%9C%EB%8C%80%EA%B5%AD%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
74,Cheongnyangni Station,파파존스 청량리 키즈카페점,피자,8,https://store.naver.com/restaurants/detail?entry=ple&id=1782558549&query=%ED%8C%8C%ED%8C%8C%EC%A1%B4%EC%8A%A4%20%EC%B2%AD%EB%9F%89%EB%A6%AC%20%ED%82%A4%EC%A6%88%EC%B9%B4%ED%8E%98%EC%A0%90
75,Cheongnyangni Station,히노아지 롯데백화점청량리점,일본식라면,8,https://store.naver.com/restaurants/detail?entry=ple&id=955237391&query=%ED%9E%88%EB%85%B8%EC%95%84%EC%A7%80%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
76,Cheongnyangni Station,동순루,중식당,8,https://store.naver.com/restaurants/detail?entry=ple&id=18107640&query=%EB%8F%99%EC%88%9C%EB%A3%A8
77,Cheongnyangni Station,공차 롯데백화점청량리점,차,7,https://store.naver.com/restaurants/detail?entry=ple&id=37850146&query=%EA%B3%B5%EC%B0%A8%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
78,Cheongnyangni Station,홍치킨,"치킨,닭강정",7,https://store.naver.com/restaurants/detail?entry=ple&id=773430521&query=%ED%99%8D%EC%B9%98%ED%82%A8
79,Cheongnyangni Station,천호낙지,낙지요리,7,https://store.naver.com/restaurants/detail?entry=ple&id=1827531138&query=%EC%B2%9C%ED%98%B8%EB%82%99%EC%A7%80
80,Cheongnyangni Station,청우숯불갈비,돼지고기구이,7,https://store.naver.com/restaurants/detail?entry=ple&id=571657108&query=%EC%B2%AD%EC%9A%B0%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84
81,Cheongnyangni Station,승호원,한식,7,https://store.naver.com/restaurants/detail?entry=ple&id=18083939&query=%EC%8A%B9%ED%98%B8%EC%9B%90
82,Cheongnyangni Station,압구정델리 롯데백화점청량리점,카레,7,https://store.naver.com/restaurants/detail?entry=ple&id=825021503&query=%EC%95%95%EA%B5%AC%EC%A0%95%EB%8D%B8%EB%A6%AC%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
83,Cheongnyangni Station,범표어묵,종합분식,7,https://store.naver.com/restaurants/detail?entry=ple&id=1423710515&query=%EB%B2%94%ED%91%9C%EC%96%B4%EB%AC%B5
84,Cheongnyangni Station,얌샘 청량리점,분식,7,https://store.naver.com/restaurants/detail?entry=ple&id=12934023&query=%EC%96%8C%EC%83%98%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
85,Cheongnyangni Station,6가닭한마리,닭요리,7,https://store.naver.com/restaurants/detail?entry=ple&id=37193504&query=6%EA%B0%80%EB%8B%AD%ED%95%9C%EB%A7%88%EB%A6%AC
86,Cheongnyangni Station,모이세,생선회,7,https://store.naver.com/restaurants/detail?entry=ple&id=18090383&query=%EB%AA%A8%EC%9D%B4%EC%84%B8
87,Cheongnyangni Station,미아리우동,국수,6,https://store.naver.com/restaurants/detail?entry=ple&id=1900808934&query=%EB%AF%B8%EC%95%84%EB%A6%AC%EC%9A%B0%EB%8F%99
88,Cheongnyangni Station,춘천골닭갈비,닭갈비,6,https://store.naver.com/restaurants/detail?entry=ple&id=36211575&query=%EC%B6%98%EC%B2%9C%EA%B3%A8%EB%8B%AD%EA%B0%88%EB%B9%84
89,Cheongnyangni Station,불타는맛곱창,"곱창,막창,양",5,https://store.naver.com/restaurants/detail?entry=ple&id=1227399908&query=%EB%B6%88%ED%83%80%EB%8A%94%EB%A7%9B%EA%B3%B1%EC%B0%BD
90,Cheongnyangni Station,파리바게뜨 청량리점,베이커리,5,https://store.naver.com/restaurants/detail?entry=ple&id=11690089&query=%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%EB%9C%A8%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
91,Cheongnyangni Station,오복치킨 본점,"치킨,닭강정",5,https://store.naver.com/restaurants/detail?entry=ple&id=1481768434&query=%EC%98%A4%EB%B3%B5%EC%B9%98%ED%82%A8%20%EB%B3%B8%EC%A0%90
92,Cheongnyangni Station,타이지엔 청량리점,"카페,디저트",5,https://store.naver.com/restaurants/detail?entry=ple&id=1010012509&query=%ED%83%80%EC%9D%B4%EC%A7%80%EC%97%94%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
93,Cheongnyangni Station,영대식당,한식,5,https://store.naver.com/restaurants/detail?entry=ple&id=18083523&query=%EC%98%81%EB%8C%80%EC%8B%9D%EB%8B%B9
94,Cheongnyangni Station,세븐스테이크,"스테이크,립",5,https://store.naver.com/restaurants/detail?entry=ple&id=1118619290&query=%EC%84%B8%EB%B8%90%EC%8A%A4%ED%85%8C%EC%9D%B4%ED%81%AC
95,Cheongnyangni Station,1964백미당,"카페,디저트",5,https://store.naver.com/restaurants/detail?entry=ple&id=38002621&query=1964%EB%B0%B1%EB%AF%B8%EB%8B%B9
96,Cheongnyangni Station,오징어나라 청량리점,오징어요리,4,https://store.naver.com/restaurants/detail?entry=ple&id=37890443&query=%EC%98%A4%EC%A7%95%EC%96%B4%EB%82%98%EB%9D%BC%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
97,Cheongnyangni Station,영대국밥,국밥,4,https://store.naver.com/restaurants/detail?entry=ple&id=1202559420&query=%EC%98%81%EB%8C%80%EA%B5%AD%EB%B0%A5
98,Cheongnyangni Station,삼미식당 롯데백화점청량리점,한식,4,https://store.naver.com/restaurants/detail?entry=ple&id=1436919082&query=%EC%82%BC%EB%AF%B8%EC%8B%9D%EB%8B%B9%20%EB%A1%AF%EB%8D%B0%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
99,Cheongnyangni Station,다사리아닭꼬치,닭요리,4,https://store.naver.com/restaurants/detail?entry=ple&id=1585227152&query=%EB%8B%A4%EC%82%AC%EB%A6%AC%EC%95%84%EB%8B%AD%EA%BC%AC%EC%B9%98
100,Cheongnyangni Station,셀렉토커피 청량리역점,카페,4,https://store.naver.com/restaurants/detail?entry=ple&id=37691306&query=%EC%85%80%EB%A0%89%ED%86%A0%EC%BB%A4%ED%94%BC%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%EC%A0%90
101,Cheongnyangni Station,치즈앤도우,양식,4,https://store.naver.com/restaurants/detail?entry=ple&id=1201339993&query=%EC%B9%98%EC%A6%88%EC%95%A4%EB%8F%84%EC%9A%B0
102,Cheongnyangni Station,이디야커피 청량리점,카페,4,https://store.naver.com/restaurants/detail?entry=ple&id=34350614&query=%EC%9D%B4%EB%94%94%EC%95%BC%EC%BB%A4%ED%94%BC%20%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%A0%90
103,Cheongnyangni Station,프랑가스트,베이커리,4,https://store.naver.com/restaurants/detail?entry=ple&id=37844071&query=%ED%94%84%EB%9E%91%EA%B0%80%EC%8A%A4%ED%8A%B8
