,station,name,category,review,url
0,Dongducheon Station,진피씨방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=213318334&query=%EC%A7%84%ED%94%BC%EC%94%A8%EB%B0%A9
1,Dongducheon Station,파워넷PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18989577&query=%ED%8C%8C%EC%9B%8C%EB%84%B7PC%EB%B0%A9
2,Dongducheon Station,진PC방보산역점,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1334867549&query=%EC%A7%84PC%EB%B0%A9%EB%B3%B4%EC%82%B0%EC%97%AD%EC%A0%90
3,Bosan Station,진피씨방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=213318334&query=%EC%A7%84%ED%94%BC%EC%94%A8%EB%B0%A9
4,Bosan Station,엠인터파워피시방 생연점,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=11650218&query=%EC%97%A0%EC%9D%B8%ED%84%B0%ED%8C%8C%EC%9B%8C%ED%94%BC%EC%8B%9C%EB%B0%A9%20%EC%83%9D%EC%97%B0%EC%A0%90
5,Bosan Station,진PC방보산역점,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1334867549&query=%EC%A7%84PC%EB%B0%A9%EB%B3%B4%EC%82%B0%EC%97%AD%EC%A0%90
6,Dongducheon Central Station,카이로스PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18983793&query=%EC%B9%B4%EC%9D%B4%EB%A1%9C%EC%8A%A4PC%EB%B0%A9
7,Jihaeng Station,쓰리팝피씨카페,PC방,5,https://store.naver.com/restaurants/detail?entry=ple&id=1980740298&query=%EC%93%B0%EB%A6%AC%ED%8C%9D%ED%94%BC%EC%94%A8%EC%B9%B4%ED%8E%98
8,Jihaeng Station,본스PC방,PC방,4,https://store.naver.com/restaurants/detail?entry=ple&id=1084469638&query=%EB%B3%B8%EC%8A%A4PC%EB%B0%A9
9,Jihaeng Station,깡패고양이피시방,PC방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1005417994&query=%EA%B9%A1%ED%8C%A8%EA%B3%A0%EC%96%91%EC%9D%B4%ED%94%BC%EC%8B%9C%EB%B0%A9
10,Jihaeng Station,어울림 PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=34647144&query=%EC%96%B4%EC%9A%B8%EB%A6%BC%20PC%EB%B0%A9
11,Jihaeng Station,이스포츠피씨카페,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1176962684&query=%EC%9D%B4%EC%8A%A4%ED%8F%AC%EC%B8%A0%ED%94%BC%EC%94%A8%EC%B9%B4%ED%8E%98
12,Jihaeng Station,랭커PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1800206008&query=%EB%9E%AD%EC%BB%A4PC%EB%B0%A9
13,Jihaeng Station,늑대와여우PC라운지 지행점,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=13055563&query=%EB%8A%91%EB%8C%80%EC%99%80%EC%97%AC%EC%9A%B0PC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EC%A7%80%ED%96%89%EC%A0%90
14,Jihaeng Station,놀러와피시방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=21193126&query=%EB%86%80%EB%9F%AC%EC%99%80%ED%94%BC%EC%8B%9C%EB%B0%A9
15,Jihaeng Station,1박2일 PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=13455333&query=1%EB%B0%952%EC%9D%BC%20PC%EB%B0%A9
16,Deokjeong Station,엔터나인PC 덕정점,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1712755200&query=%EC%97%94%ED%84%B0%EB%82%98%EC%9D%B8PC%20%EB%8D%95%EC%A0%95%EC%A0%90
17,Deokjeong Station,비바체PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1770116594&query=%EB%B9%84%EB%B0%94%EC%B2%B4PC%EB%B0%A9
18,Deokjeong Station,사이버파크PC,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=36753225&query=%EC%82%AC%EC%9D%B4%EB%B2%84%ED%8C%8C%ED%81%ACPC
19,Deokjeong Station,일박이일PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=38456417&query=%EC%9D%BC%EB%B0%95%EC%9D%B4%EC%9D%BCPC%EB%B0%A9
20,Deokjeong Station,1박2일PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=18300049&query=1%EB%B0%952%EC%9D%BCPC%EB%B0%A9
21,Deokjeong Station,나인PC,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1735056943&query=%EB%82%98%EC%9D%B8PC
22,Deokgye Station,아론PC존,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1791083434&query=%EC%95%84%EB%A1%A0PC%EC%A1%B4
23,Deokgye Station,컴컴피시방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=11653029&query=%EC%BB%B4%EC%BB%B4%ED%94%BC%EC%8B%9C%EB%B0%A9
24,Yangju Station,스타덤PC방 의정부직영점,PC방,1,https://store.naver.com/restaurants/detail?entry=ple&id=1524931967&query=%EC%8A%A4%ED%83%80%EB%8D%A4PC%EB%B0%A9%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%A7%81%EC%98%81%EC%A0%90
25,Yangju Station,하늘다리PC방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1444654370&query=%ED%95%98%EB%8A%98%EB%8B%A4%EB%A6%ACPC%EB%B0%A9
26,Yangju Station,포그네pc방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1431942046&query=%ED%8F%AC%EA%B7%B8%EB%84%A4pc%EB%B0%A9
27,Yangju Station,VVIP PC방,지역화폐가맹점,[],https://store.naver.com/restaurants/detail?entry=ple&id=1081370229&query=VVIP%20PC%EB%B0%A9
28,Yangju Station,엑스피시방 녹양점,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=11649990&query=%EC%97%91%EC%8A%A4%ED%94%BC%EC%8B%9C%EB%B0%A9%20%EB%85%B9%EC%96%91%EC%A0%90
29,Yangju Station,프리미엄pc방,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=21811477&query=%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84pc%EB%B0%A9
30,Yangju Station,해피로PC방 녹양점,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1184282521&query=%ED%95%B4%ED%94%BC%EB%A1%9CPC%EB%B0%A9%20%EB%85%B9%EC%96%91%EC%A0%90
31,Yangju Station,JD PC존,PC방,[],https://store.naver.com/restaurants/detail?entry=ple&id=1109852114&query=JD%20PC%EC%A1%B4
