,name,review,category,link
134,밀탑 현대백화점천호점,73,빙수,https://store.naver.com/restaurants/detail?entry=ple&id=36703975&query=%EB%B0%80%ED%83%91%20%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90%EC%B2%9C%ED%98%B8%EC%A0%90
135,유미마라탕,73,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=1811202084&query=%EC%9C%A0%EB%AF%B8%EB%A7%88%EB%9D%BC%ED%83%95
136,헤븐스키,72,요리주점,https://store.naver.com/restaurants/detail?entry=ple&id=20780387&query=%ED%97%A4%EB%B8%90%EC%8A%A4%ED%82%A4
137,북촌손만두 천호점,72,"칼국수,만두",https://store.naver.com/restaurants/detail?entry=ple&id=21120697&query=%EB%B6%81%EC%B4%8C%EC%86%90%EB%A7%8C%EB%91%90%20%EC%B2%9C%ED%98%B8%EC%A0%90
138,시나본 현대 천호점,71,카페,https://store.naver.com/restaurants/detail?entry=ple&id=1729833002&query=%EC%8B%9C%EB%82%98%EB%B3%B8%20%ED%98%84%EB%8C%80%20%EC%B2%9C%ED%98%B8%EC%A0%90
139,야오마라탕 천호,67,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=1350478969&query=%EC%95%BC%EC%98%A4%EB%A7%88%EB%9D%BC%ED%83%95%20%EC%B2%9C%ED%98%B8
140,브롱스 천호점,67,"맥주,호프",https://store.naver.com/restaurants/detail?entry=ple&id=1743536457&query=%EB%B8%8C%EB%A1%B1%EC%8A%A4%20%EC%B2%9C%ED%98%B8%EC%A0%90
141,더앨리 현대백화점 천호점,67,카페,https://store.naver.com/restaurants/detail?entry=ple&id=1578760341&query=%EB%8D%94%EC%95%A8%EB%A6%AC%20%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90%20%EC%B2%9C%ED%98%B8%EC%A0%90
142,동대문엽기떡볶이 천호로데오점,66,분식,https://store.naver.com/restaurants/detail?entry=ple&id=33475061&query=%EB%8F%99%EB%8C%80%EB%AC%B8%EC%97%BD%EA%B8%B0%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EC%B2%9C%ED%98%B8%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%A0%90
143,오늘와인한잔 천호점,66,와인,https://store.naver.com/restaurants/detail?entry=ple&id=1204859734&query=%EC%98%A4%EB%8A%98%EC%99%80%EC%9D%B8%ED%95%9C%EC%9E%94%20%EC%B2%9C%ED%98%B8%EC%A0%90
144,삼끼막창 본점,66,"곱창,막창,양",https://store.naver.com/restaurants/detail?entry=ple&id=18918328&query=%EC%82%BC%EB%81%BC%EB%A7%89%EC%B0%BD%20%EB%B3%B8%EC%A0%90
145,천사닭발,65,닭발,https://store.naver.com/restaurants/detail?entry=ple&id=1365111999&query=%EC%B2%9C%EC%82%AC%EB%8B%AD%EB%B0%9C
146,동해수산,65,생선회,https://store.naver.com/restaurants/detail?entry=ple&id=18657233&query=%EB%8F%99%ED%95%B4%EC%88%98%EC%82%B0
147,철판살롱,65,요리주점,https://store.naver.com/restaurants/detail?entry=ple&id=1369556659&query=%EC%B2%A0%ED%8C%90%EC%82%B4%EB%A1%B1
148,감성커피 천호,64,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=37168831&query=%EA%B0%90%EC%84%B1%EC%BB%A4%ED%94%BC%20%EC%B2%9C%ED%98%B8
149,이차전,64,술집,https://store.naver.com/restaurants/detail?entry=ple&id=745854048&query=%EC%9D%B4%EC%B0%A8%EC%A0%84
150,스키마야 천호본점,64,일식당,https://store.naver.com/restaurants/detail?entry=ple&id=32333286&query=%EC%8A%A4%ED%82%A4%EB%A7%88%EC%95%BC%20%EC%B2%9C%ED%98%B8%EB%B3%B8%EC%A0%90
151,신참떡볶이 천호로데오점,64,분식,https://store.naver.com/restaurants/detail?entry=ple&id=656038302&query=%EC%8B%A0%EC%B0%B8%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EC%B2%9C%ED%98%B8%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%A0%90
152,미스사이공 천호점,63,베트남음식,https://store.naver.com/restaurants/detail?entry=ple&id=535140871&query=%EB%AF%B8%EC%8A%A4%EC%82%AC%EC%9D%B4%EA%B3%B5%20%EC%B2%9C%ED%98%B8%EC%A0%90
153,안녕식당 2호점,63,일식당,https://store.naver.com/restaurants/detail?entry=ple&id=1698561341&query=%EC%95%88%EB%85%95%EC%8B%9D%EB%8B%B9%202%ED%98%B8%EC%A0%90
154,아빠감자탕,63,감자탕,https://store.naver.com/restaurants/detail?entry=ple&id=1901679710&query=%EC%95%84%EB%B9%A0%EA%B0%90%EC%9E%90%ED%83%95
155,도원스타일 천호점,63,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=1418792441&query=%EB%8F%84%EC%9B%90%EC%8A%A4%ED%83%80%EC%9D%BC%20%EC%B2%9C%ED%98%B8%EC%A0%90
156,만게츠,63,이자카야,https://store.naver.com/restaurants/detail?entry=ple&id=32613826&query=%EB%A7%8C%EA%B2%8C%EC%B8%A0
157,한성관 그 두번째 이야기,62,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=1391267402&query=%ED%95%9C%EC%84%B1%EA%B4%80%20%EA%B7%B8%20%EB%91%90%EB%B2%88%EC%A7%B8%20%EC%9D%B4%EC%95%BC%EA%B8%B0
158,쭈가네 천호점,61,주꾸미요리,https://store.naver.com/restaurants/detail?entry=ple&id=12951342&query=%EC%AD%88%EA%B0%80%EB%84%A4%20%EC%B2%9C%ED%98%B8%EC%A0%90
159,15kcal,60,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=34658605&query=15kcal
160,SunnyBar,58,바(BAR),https://store.naver.com/restaurants/detail?entry=ple&id=1646362718&query=SunnyBar
161,THE 떡볶이 본점,58,떡볶이,https://store.naver.com/restaurants/detail?entry=ple&id=11855290&query=THE%20%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EB%B3%B8%EC%A0%90
162,오두껍 본점,57,"육류,고기요리",https://store.naver.com/restaurants/detail?entry=ple&id=1608617342&query=%EC%98%A4%EB%91%90%EA%BB%8D%20%EB%B3%B8%EC%A0%90
163,연안식당 천호역점,57,"해물,생선요리",https://store.naver.com/restaurants/detail?entry=ple&id=1735597956&query=%EC%97%B0%EC%95%88%EC%8B%9D%EB%8B%B9%20%EC%B2%9C%ED%98%B8%EC%97%AD%EC%A0%90
164,볶가조곱창,56,"곱창,막창,양",https://store.naver.com/restaurants/detail?entry=ple&id=36154890&query=%EB%B3%B6%EA%B0%80%EC%A1%B0%EA%B3%B1%EC%B0%BD
165,청춘극장,56,한식,https://store.naver.com/restaurants/detail?entry=ple&id=13159758&query=%EC%B2%AD%EC%B6%98%EA%B7%B9%EC%9E%A5
166,청사초롱,56,"전통,민속주점",https://store.naver.com/restaurants/detail?entry=ple&id=18630942&query=%EC%B2%AD%EC%82%AC%EC%B4%88%EB%A1%B1
167,천호소곱창,55,"곱창,막창,양",https://store.naver.com/restaurants/detail?entry=ple&id=12997748&query=%EC%B2%9C%ED%98%B8%EC%86%8C%EA%B3%B1%EC%B0%BD
168,주효,55,일식당,https://store.naver.com/restaurants/detail?entry=ple&id=1060536204&query=%EC%A3%BC%ED%9A%A8
169,티에드,55,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=1406521044&query=%ED%8B%B0%EC%97%90%EB%93%9C
170,스타벅스 천호이마트점,54,카페,https://store.naver.com/restaurants/detail?entry=ple&id=34363394&query=%EC%8A%A4%ED%83%80%EB%B2%85%EC%8A%A4%20%EC%B2%9C%ED%98%B8%EC%9D%B4%EB%A7%88%ED%8A%B8%EC%A0%90
171,열두테이블,54,이자카야,https://store.naver.com/restaurants/detail?entry=ple&id=900381668&query=%EC%97%B4%EB%91%90%ED%85%8C%EC%9D%B4%EB%B8%94
172,옛날농장 천호로데오점,54,"육류,고기요리",https://store.naver.com/restaurants/detail?entry=ple&id=38229841&query=%EC%98%9B%EB%82%A0%EB%86%8D%EC%9E%A5%20%EC%B2%9C%ED%98%B8%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%A0%90
173,삼거리냉면,54,냉면,https://store.naver.com/restaurants/detail?entry=ple&id=32960261&query=%EC%82%BC%EA%B1%B0%EB%A6%AC%EB%83%89%EB%A9%B4
174,풍년비빔국수,53,한식,https://store.naver.com/restaurants/detail?entry=ple&id=20632430&query=%ED%92%8D%EB%85%84%EB%B9%84%EB%B9%94%EA%B5%AD%EC%88%98
175,맘스터치 천호로데오점,53,"치킨,닭강정",https://store.naver.com/restaurants/detail?entry=ple&id=38738482&query=%EB%A7%98%EC%8A%A4%ED%84%B0%EC%B9%98%20%EC%B2%9C%ED%98%B8%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%A0%90
176,봉추찜닭 천호로데오점,52,찜닭,https://store.naver.com/restaurants/detail?entry=ple&id=33758200&query=%EB%B4%89%EC%B6%94%EC%B0%9C%EB%8B%AD%20%EC%B2%9C%ED%98%B8%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%A0%90
177,월요일,52,요리주점,https://store.naver.com/restaurants/detail?entry=ple&id=1177899827&query=%EC%9B%94%EC%9A%94%EC%9D%BC
178,마루샤브 천호점,51,샤브샤브,https://store.naver.com/restaurants/detail?entry=ple&id=37634012&query=%EB%A7%88%EB%A3%A8%EC%83%A4%EB%B8%8C%20%EC%B2%9C%ED%98%B8%EC%A0%90
179,카페썸원라이크유,51,카페,https://store.naver.com/restaurants/detail?entry=ple&id=13155815&query=%EC%B9%B4%ED%8E%98%EC%8D%B8%EC%9B%90%EB%9D%BC%EC%9D%B4%ED%81%AC%EC%9C%A0
180,청진생등심,51,소고기구이,https://store.naver.com/restaurants/detail?entry=ple&id=31004251&query=%EC%B2%AD%EC%A7%84%EC%83%9D%EB%93%B1%EC%8B%AC
181,일진 쪽갈비,51,"육류,고기요리",https://store.naver.com/restaurants/detail?entry=ple&id=18910779&query=%EC%9D%BC%EC%A7%84%20%EC%AA%BD%EA%B0%88%EB%B9%84
182,대삼박이,47,한식,https://store.naver.com/restaurants/detail?entry=ple&id=1627400485&query=%EB%8C%80%EC%82%BC%EB%B0%95%EC%9D%B4
183,써브웨이 천호점,50,샌드위치,https://store.naver.com/restaurants/detail?entry=ple&id=38230575&query=%EC%8D%A8%EB%B8%8C%EC%9B%A8%EC%9D%B4%20%EC%B2%9C%ED%98%B8%EC%A0%90
184,경성양꼬치 천호점,50,양꼬치,https://store.naver.com/restaurants/detail?entry=ple&id=36022391&query=%EA%B2%BD%EC%84%B1%EC%96%91%EA%BC%AC%EC%B9%98%20%EC%B2%9C%ED%98%B8%EC%A0%90
185,스타벅스 천호역점,50,카페,https://store.naver.com/restaurants/detail?entry=ple&id=18610984&query=%EC%8A%A4%ED%83%80%EB%B2%85%EC%8A%A4%20%EC%B2%9C%ED%98%B8%EC%97%AD%EC%A0%90
186,라라테이블,50,베이커리,https://store.naver.com/restaurants/detail?entry=ple&id=1274196116&query=%EB%9D%BC%EB%9D%BC%ED%85%8C%EC%9D%B4%EB%B8%94
187,JVL부대찌개 교보문고 천호점,49,JVL부대찌개,https://store.naver.com/restaurants/detail?entry=ple&id=1341091176&query=JVL%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EA%B5%90%EB%B3%B4%EB%AC%B8%EA%B3%A0%20%EC%B2%9C%ED%98%B8%EC%A0%90
188,광진교집,49,"육류,고기요리",https://store.naver.com/restaurants/detail?entry=ple&id=1081427006&query=%EA%B4%91%EC%A7%84%EA%B5%90%EC%A7%91
189,2.5짜장,49,중식당,https://store.naver.com/restaurants/detail?entry=ple&id=33212360&query=2.5%EC%A7%9C%EC%9E%A5
190,우담소,49,"곰탕,설렁탕",https://store.naver.com/restaurants/detail?entry=ple&id=12894453&query=%EC%9A%B0%EB%8B%B4%EC%86%8C
191,유유자적,48,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=1867423528&query=%EC%9C%A0%EC%9C%A0%EC%9E%90%EC%A0%81
192,한스델리 천호점,47,패밀리레스토랑,https://store.naver.com/restaurants/detail?entry=ple&id=12901217&query=%ED%95%9C%EC%8A%A4%EB%8D%B8%EB%A6%AC%20%EC%B2%9C%ED%98%B8%EC%A0%90
193,교동전선생 천호역점,47,"전통,민속주점",https://store.naver.com/restaurants/detail?entry=ple&id=342792946&query=%EA%B5%90%EB%8F%99%EC%A0%84%EC%84%A0%EC%83%9D%20%EC%B2%9C%ED%98%B8%EC%97%AD%EC%A0%90
194,장인닭갈비 천호점,46,닭갈비,https://store.naver.com/restaurants/detail?entry=ple&id=1130966891&query=%EC%9E%A5%EC%9D%B8%EB%8B%AD%EA%B0%88%EB%B9%84%20%EC%B2%9C%ED%98%B8%EC%A0%90
195,베른샵앤카페,44,"카페,디저트",https://store.naver.com/restaurants/detail?entry=ple&id=1692993108&query=%EB%B2%A0%EB%A5%B8%EC%83%B5%EC%95%A4%EC%B9%B4%ED%8E%98
196,성내양꼬치 무한리필양꼬치 무한리필훠궈,44,양꼬치,https://store.naver.com/restaurants/detail?entry=ple&id=1475913814&query=%EC%84%B1%EB%82%B4%EC%96%91%EA%BC%AC%EC%B9%98%20%EB%AC%B4%ED%95%9C%EB%A6%AC%ED%95%84%EC%96%91%EA%BC%AC%EC%B9%98%20%EB%AC%B4%ED%95%9C%EB%A6%AC%ED%95%84%ED%9B%A0%EA%B6%88
197,캡틴페퍼스 천호직영점,44,"맥주,호프",https://store.naver.com/restaurants/detail?entry=ple&id=36282319&query=%EC%BA%A1%ED%8B%B4%ED%8E%98%ED%8D%BC%EC%8A%A4%20%EC%B2%9C%ED%98%B8%EC%A7%81%EC%98%81%EC%A0%90
198,빨간마녀닭발,44,닭발,https://store.naver.com/restaurants/detail?entry=ple&id=35909653&query=%EB%B9%A8%EA%B0%84%EB%A7%88%EB%85%80%EB%8B%AD%EB%B0%9C
199,돌깨마을맷돌순두부 천호점,44,두부요리,https://store.naver.com/restaurants/detail?entry=ple&id=32587782&query=%EB%8F%8C%EA%B9%A8%EB%A7%88%EC%9D%84%EB%A7%B7%EB%8F%8C%EC%88%9C%EB%91%90%EB%B6%80%20%EC%B2%9C%ED%98%B8%EC%A0%90
